stark,star1,star2,star3,totexpk,treadssk,tmathssk,totexp1,treadss1,tmathss1,totexp2,treadss2,tmathss2,treadss3,tmathss3,totexp3,schidkn,schid1n,schid2n,schid3n,tscorek,tscore1,tscore2,tscore3,sck,sc1,sc2,sc3,rak,ra1,ra2,ra3,white,black,other,boy,freelunk,freelun1,freelun2,freelun3
2.0,2.0,2.0,1.0,,,,,,,,,,,,12.0,,,,79.0,,,,,,,,1.0,,,,0.0,1.0,0.0,0.0,1.0,,,,0.0
1.0,1.0,1.0,1.0,13.0,410.0,405.0,16.0,475.0,495.0,4.0,547.0,535.0,562.0,582.0,14.0,11.0,11.0,11.0,11.0,815.0,970.0,1082.0,1144.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
1.0,2.0,2.0,2.0,3.0,,288.0,,,,,,,,,,22.0,,,,,,,,1.0,,,,0.0,,,,0.0,1.0,0.0,1.0,1.0,,,
1.0,1.0,1.0,1.0,5.0,413.0,506.0,11.0,533.0,578.0,8.0,588.0,587.0,644.0,663.0,16.0,35.0,35.0,34.0,34.0,919.0,1111.0,1175.0,1307.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,1.0,2.0,1.0,422.0,513.0,,,,16.0,542.0,512.0,,,,21.0,,16.0,,935.0,,1054.0,,0.0,,0.0,,0.0,,1.0,,0.0,1.0,0.0,0.0,1.0,,1.0,
1.0,1.0,1.0,1.0,5.0,442.0,559.0,23.0,629.0,627.0,,631.0,626.0,654.0,678.0,24.0,24.0,24.0,24.0,24.0,1001.0,1256.0,1257.0,1332.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0,2.0,1.0,,,,,,,,,,,,18.0,,,,39.0,,,,,,,,0.0,,,,0.0,1.0,0.0,0.0,1.0,,,,1.0
2.0,2.0,1.0,1.0,,,,,,,8.0,566.0,574.0,606.0,612.0,15.0,,,2.0,2.0,,,1140.0,1218.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,,,1.0,1.0
2.0,2.0,1.0,2.0,,,,,,,18.0,529.0,518.0,,,,,,21.0,,,,1047.0,,,,0.0,,,,1.0,,0.0,1.0,0.0,1.0,,,1.0,
1.0,1.0,1.0,1.0,10.0,461.0,547.0,3.0,480.0,553.0,4.0,573.0,659.0,631.0,612.0,15.0,27.0,27.0,27.0,27.0,1008.0,1033.0,1232.0,1243.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1.0,1.0,2.0,2.0,22.0,421.0,454.0,7.0,444.0,477.0,,,,,,,33.0,33.0,,,875.0,921.0,,,0.0,0.0,,,1.0,1.0,,,0.0,1.0,0.0,1.0,1.0,1.0,,
2.0,2.0,1.0,2.0,,,,,,,4.0,564.0,561.0,,,,,,64.0,,,,1125.0,,,,0.0,,,,1.0,,1.0,0.0,0.0,1.0,,,0.0,
1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,60.0,,,,,,,,1.0,,,,0.0,,,,1.0,0.0,0.0,0.0,1.0,,,
2.0,2.0,2.0,1.0,,,,,,,,,,582.0,562.0,9.0,,,,34.0,,,,1144.0,,,,0.0,,,,1.0,0.0,1.0,0.0,1.0,,,,1.0
2.0,1.0,1.0,1.0,,,,13.0,564.0,584.0,15.0,554.0,514.0,559.0,596.0,24.0,,7.0,7.0,7.0,,1148.0,1068.0,1155.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,1.0
2.0,2.0,1.0,2.0,,,,,,,12.0,650.0,599.0,,,,,,5.0,,,,1249.0,,,,1.0,,,,0.0,,1.0,0.0,0.0,1.0,,,0.0,
2.0,2.0,2.0,1.0,,,,,,,,,,580.0,608.0,5.0,,,,13.0,,,,1188.0,,,,0.0,,,,1.0,1.0,0.0,0.0,1.0,,,,
1.0,2.0,2.0,2.0,2.0,410.0,494.0,,,,,,,,,,19.0,,,,904.0,,,,1.0,,,,0.0,,,,0.0,1.0,0.0,0.0,1.0,,,
2.0,2.0,2.0,1.0,,,,,,,,,,588.0,586.0,20.0,,,,54.0,,,,1174.0,,,,1.0,,,,0.0,1.0,0.0,0.0,0.0,,,,0.0
2.0,2.0,1.0,2.0,,,,,,,2.0,,,,,,,,14.0,,,,,,,,0.0,,,,0.0,,0.0,1.0,0.0,1.0,,,1.0,
2.0,1.0,2.0,2.0,,,,8.0,527.0,481.0,,,,,,,,5.0,,,,1008.0,,,,0.0,,,,1.0,,,1.0,0.0,0.0,0.0,,1.0,,
1.0,1.0,1.0,1.0,2.0,465.0,626.0,17.0,439.0,472.0,2.0,533.0,541.0,583.0,603.0,3.0,30.0,30.0,30.0,30.0,1091.0,911.0,1074.0,1186.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2.0,1.0,1.0,1.0,,,,19.0,471.0,486.0,19.0,555.0,587.0,618.0,642.0,24.0,,46.0,46.0,46.0,,957.0,1142.0,1260.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0
2.0,2.0,1.0,1.0,,,,,,,4.0,627.0,639.0,654.0,678.0,16.0,,,64.0,64.0,,,1266.0,1332.0,,,0.0,0.0,,,1.0,1.0,1.0,0.0,0.0,1.0,,,0.0,0.0
2.0,2.0,2.0,1.0,,,,,,,,,,680.0,691.0,9.0,,,,56.0,,,,1371.0,,,,0.0,,,,0.0,1.0,0.0,0.0,0.0,,,,0.0
2.0,1.0,1.0,2.0,,,,11.0,509.0,484.0,11.0,554.0,517.0,,,,,15.0,15.0,,,993.0,1071.0,,,0.0,0.0,,,0.0,0.0,,0.0,1.0,0.0,1.0,,1.0,1.0,
2.0,2.0,2.0,1.0,,,,,,,,,,583.0,546.0,19.0,,,,53.0,,,,1129.0,,,,0.0,,,,0.0,0.0,1.0,0.0,0.0,,,,0.0
1.0,1.0,1.0,1.0,11.0,436.0,500.0,20.0,482.0,518.0,15.0,593.0,568.0,,655.0,13.0,49.0,49.0,49.0,49.0,936.0,1000.0,1161.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,1.0,1.0,2.0,,,,5.0,436.0,486.0,,549.0,505.0,,,,,16.0,19.0,,,922.0,1054.0,,,0.0,0.0,,,0.0,1.0,,0.0,1.0,0.0,1.0,,1.0,1.0,
2.0,2.0,1.0,2.0,,,,,,,27.0,,,,,,,,67.0,,,,,,,,0.0,,,,1.0,,0.0,0.0,1.0,0.0,,,1.0,
1.0,1.0,2.0,2.0,5.0,398.0,449.0,12.0,478.0,493.0,,,,,,,39.0,39.0,,,847.0,971.0,,,0.0,0.0,,,1.0,0.0,,,1.0,0.0,0.0,1.0,1.0,0.0,,
1.0,1.0,2.0,2.0,8.0,442.0,528.0,10.0,536.0,601.0,,,,,,,61.0,61.0,,,970.0,1137.0,,,0.0,0.0,,,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,,
2.0,1.0,2.0,2.0,,,,6.0,483.0,518.0,,,,,,,,22.0,,,,1001.0,,,,0.0,,,,1.0,,,0.0,1.0,0.0,1.0,,1.0,,
1.0,2.0,2.0,2.0,11.0,461.0,500.0,,,,,,,,,,9.0,,,,961.0,,,,0.0,,,,1.0,,,,1.0,0.0,0.0,1.0,0.0,,,
2.0,2.0,1.0,2.0,,,,,,,9.0,,,,,,,,12.0,,,,,,,,0.0,,,,0.0,,1.0,0.0,0.0,0.0,,,1.0,
1.0,1.0,1.0,1.0,13.0,436.0,506.0,7.0,,553.0,8.0,579.0,639.0,593.0,631.0,8.0,50.0,50.0,50.0,50.0,942.0,,1218.0,1224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
2.0,2.0,1.0,1.0,,,,,,,8.0,,,555.0,559.0,19.0,,,73.0,73.0,,,,1114.0,,,0.0,0.0,,,1.0,1.0,1.0,0.0,0.0,0.0,,,1.0,1.0
2.0,1.0,2.0,2.0,,,,33.0,540.0,520.0,,,,,,,,21.0,,,,1060.0,,,,0.0,,,,0.0,,,1.0,0.0,0.0,0.0,,1.0,,
2.0,2.0,1.0,1.0,,,,,,,33.0,637.0,587.0,629.0,634.0,7.0,,,75.0,75.0,,,1224.0,1263.0,,,0.0,0.0,,,1.0,1.0,1.0,0.0,0.0,1.0,,,0.0,0.0
1.0,1.0,2.0,2.0,5.0,428.0,473.0,20.0,442.0,470.0,,,,,,,17.0,17.0,,,901.0,912.0,,,1.0,0.0,,,0.0,1.0,,,1.0,0.0,0.0,1.0,0.0,0.0,,
2.0,2.0,2.0,1.0,,,,,,,,,,639.0,648.0,19.0,,,,41.0,,,,1287.0,,,,0.0,,,,0.0,1.0,0.0,0.0,0.0,,,,0.0
2.0,2.0,2.0,1.0,,,,,,,,,,564.0,588.0,28.0,,,,1.0,,,,1152.0,,,,1.0,,,,0.0,0.0,1.0,0.0,1.0,,,,1.0
1.0,1.0,2.0,2.0,0.0,411.0,444.0,14.0,414.0,444.0,,,,,,,31.0,31.0,,,855.0,858.0,,,0.0,0.0,,,0.0,0.0,,,0.0,1.0,0.0,1.0,1.0,1.0,,
1.0,1.0,1.0,1.0,5.0,436.0,459.0,2.0,544.0,532.0,22.0,614.0,639.0,644.0,659.0,10.0,39.0,39.0,39.0,39.0,895.0,1076.0,1253.0,1303.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,2.0,1.0,1.0,,,,,,,9.0,523.0,518.0,560.0,570.0,2.0,,,29.0,29.0,,,1041.0,1130.0,,,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,1.0
2.0,2.0,1.0,1.0,,,,,,,9.0,544.0,579.0,582.0,634.0,2.0,,,29.0,29.0,,,1123.0,1216.0,,,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,1.0,,,1.0,1.0
1.0,1.0,1.0,1.0,6.0,,,19.0,492.0,520.0,2.0,555.0,563.0,564.0,579.0,5.0,33.0,33.0,33.0,33.0,,1012.0,1118.0,1143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,2.0,2.0,2.0,4.0,436.0,463.0,,,,,,,,,,46.0,,,,899.0,,,,1.0,,,,0.0,,,,1.0,0.0,0.0,0.0,0.0,,,
1.0,1.0,1.0,1.0,12.0,428.0,559.0,39.0,571.0,612.0,9.0,614.0,699.0,693.0,684.0,16.0,12.0,12.0,12.0,12.0,987.0,1183.0,1313.0,1377.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,5.0,472.0,536.0,10.0,579.0,601.0,13.0,650.0,639.0,670.0,700.0,30.0,1.0,1.0,1.0,1.0,1008.0,1180.0,1289.0,1370.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,11.0,434.0,473.0,0.0,604.0,592.0,1.0,604.0,639.0,641.0,726.0,3.0,45.0,45.0,45.0,45.0,907.0,1196.0,1243.0,1367.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
1.0,1.0,1.0,1.0,8.0,443.0,500.0,3.0,629.0,578.0,12.0,643.0,632.0,654.0,691.0,14.0,78.0,78.0,78.0,78.0,943.0,1207.0,1275.0,1345.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,2.0,424.0,520.0,19.0,571.0,601.0,12.0,659.0,659.0,675.0,684.0,3.0,39.0,39.0,39.0,39.0,944.0,1172.0,1318.0,1359.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,22.0,418.0,473.0,32.0,499.0,500.0,0.0,568.0,599.0,606.0,604.0,0.0,33.0,33.0,33.0,33.0,891.0,999.0,1167.0,1210.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,2.0,2.0,11.0,428.0,500.0,1.0,503.0,493.0,,,,,,,22.0,22.0,,,928.0,996.0,,,0.0,0.0,,,0.0,0.0,,,0.0,1.0,0.0,1.0,1.0,1.0,,
2.0,1.0,2.0,2.0,,,,2.0,477.0,510.0,,,,,,,,28.0,,,,987.0,,,,0.0,,,,0.0,,,0.0,1.0,0.0,0.0,,1.0,,
1.0,1.0,1.0,1.0,14.0,440.0,468.0,4.0,438.0,477.0,14.0,533.0,572.0,569.0,559.0,8.0,32.0,32.0,32.0,32.0,908.0,915.0,1105.0,1128.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,7.0,436.0,513.0,9.0,544.0,592.0,15.0,618.0,574.0,650.0,642.0,18.0,4.0,4.0,4.0,4.0,949.0,1136.0,1192.0,1292.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,2.0,2.0,2.0,13.0,433.0,506.0,,,,,,,,,,14.0,,,,939.0,,,,1.0,,,,0.0,,,,0.0,1.0,0.0,1.0,0.0,,,
1.0,1.0,1.0,1.0,8.0,448.0,473.0,16.0,544.0,532.0,12.0,,,657.0,639.0,19.0,17.0,17.0,17.0,17.0,921.0,1076.0,,1296.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,3.0,474.0,506.0,1.0,468.0,500.0,12.0,523.0,522.0,529.0,515.0,7.0,44.0,44.0,44.0,44.0,980.0,968.0,1045.0,1044.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2.0,1.0,1.0,2.0,,,,2.0,499.0,510.0,16.0,588.0,538.0,,,,,16.0,16.0,,,1009.0,1126.0,,,0.0,0.0,,,0.0,1.0,,0.0,1.0,0.0,0.0,,1.0,,
1.0,1.0,1.0,1.0,15.0,414.0,484.0,16.0,490.0,512.0,31.0,541.0,577.0,597.0,645.0,0.0,7.0,7.0,7.0,7.0,898.0,1002.0,1118.0,1242.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2.0,1.0,1.0,2.0,,,,6.0,445.0,495.0,4.0,500.0,538.0,,,,,28.0,28.0,,,940.0,1038.0,,,0.0,0.0,,,1.0,1.0,,0.0,1.0,0.0,1.0,,1.0,1.0,
2.0,1.0,1.0,1.0,,,,3.0,,,13.0,627.0,639.0,661.0,645.0,8.0,,73.0,73.0,73.0,,,1266.0,1306.0,,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,1.0
2.0,1.0,2.0,2.0,,,,8.0,,,,,,,,,,66.0,,,,,,,,0.0,,,,1.0,,,1.0,0.0,0.0,1.0,,0.0,,
2.0,2.0,1.0,1.0,,,,,,,,533.0,590.0,590.0,645.0,22.0,,,24.0,24.0,,,1123.0,1235.0,,,0.0,0.0,,,1.0,1.0,0.0,1.0,0.0,1.0,,,0.0,0.0
1.0,1.0,2.0,2.0,20.0,411.0,468.0,6.0,507.0,535.0,,,,,,,71.0,71.0,,,879.0,1042.0,,,1.0,1.0,,,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,1.0,,
1.0,1.0,1.0,1.0,11.0,422.0,468.0,4.0,527.0,520.0,28.0,637.0,639.0,650.0,648.0,11.0,23.0,23.0,23.0,23.0,890.0,1047.0,1276.0,1298.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,20.0,395.0,412.0,6.0,478.0,495.0,8.0,596.0,582.0,624.0,639.0,11.0,71.0,71.0,72.0,72.0,807.0,973.0,1178.0,1263.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2.0,2.0,1.0,1.0,,,,,,,17.0,643.0,590.0,647.0,631.0,38.0,,,9.0,9.0,,,1233.0,1278.0,,,0.0,0.0,,,1.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0
2.0,2.0,1.0,1.0,,,,,,,12.0,571.0,540.0,554.0,597.0,18.0,,,17.0,17.0,,,1111.0,1151.0,,,0.0,0.0,,,1.0,1.0,0.0,1.0,0.0,0.0,,,1.0,1.0
1.0,1.0,1.0,1.0,6.0,407.0,459.0,4.0,457.0,502.0,28.0,557.0,561.0,599.0,597.0,,24.0,24.0,24.0,24.0,866.0,959.0,1118.0,1196.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
2.0,2.0,1.0,2.0,,,,,,,1.0,614.0,626.0,,,,,,39.0,,,,1240.0,,,,0.0,,,,0.0,,1.0,0.0,0.0,0.0,,,,
1.0,1.0,1.0,1.0,11.0,472.0,506.0,28.0,590.0,545.0,4.0,604.0,584.0,641.0,636.0,16.0,64.0,64.0,64.0,64.0,978.0,1135.0,1188.0,1277.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0
1.0,1.0,2.0,1.0,12.0,402.0,463.0,7.0,,,,,,612.0,603.0,15.0,2.0,2.0,,2.0,865.0,,,1215.0,1.0,0.0,,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,1.0
1.0,1.0,1.0,1.0,6.0,428.0,500.0,4.0,540.0,549.0,22.0,631.0,596.0,654.0,616.0,14.0,71.0,71.0,71.0,71.0,928.0,1089.0,1227.0,1270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0
1.0,2.0,2.0,2.0,12.0,413.0,463.0,,,,,,,,,,8.0,,,,876.0,,,,0.0,,,,0.0,,,,1.0,0.0,0.0,1.0,0.0,,,
2.0,1.0,2.0,2.0,,,,4.0,475.0,497.0,,,,,,,,54.0,,,,972.0,,,,0.0,,,,1.0,,,0.0,1.0,0.0,1.0,,0.0,,
2.0,1.0,1.0,1.0,,,,13.0,564.0,557.0,19.0,575.0,584.0,,,19.0,,73.0,73.0,73.0,,1121.0,1159.0,,,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,
2.0,1.0,2.0,2.0,,,,23.0,507.0,497.0,,,,,,,,21.0,,,,1004.0,,,,0.0,,,,0.0,,,0.0,1.0,0.0,1.0,,1.0,,
1.0,1.0,1.0,1.0,18.0,443.0,468.0,9.0,544.0,507.0,18.0,602.0,572.0,608.0,616.0,8.0,25.0,25.0,25.0,25.0,911.0,1051.0,1174.0,1224.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
1.0,1.0,2.0,2.0,14.0,418.0,434.0,11.0,441.0,,,,,,,,9.0,9.0,,,852.0,,,,0.0,0.0,,,1.0,0.0,,,1.0,0.0,0.0,1.0,1.0,1.0,,
1.0,2.0,2.0,2.0,2.0,403.0,418.0,,,,,,,,,,73.0,,,,821.0,,,,1.0,,,,0.0,,,,1.0,0.0,0.0,1.0,1.0,,,
1.0,1.0,1.0,1.0,11.0,442.0,484.0,12.0,540.0,557.0,11.0,622.0,590.0,654.0,634.0,18.0,61.0,61.0,61.0,61.0,926.0,1097.0,1212.0,1288.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,
1.0,2.0,2.0,2.0,1.0,443.0,528.0,,,,,,,,,,16.0,,,,971.0,,,,1.0,,,,0.0,,,,0.0,1.0,0.0,0.0,1.0,,,
2.0,1.0,1.0,1.0,,,,5.0,472.0,526.0,15.0,593.0,615.0,614.0,603.0,9.0,,56.0,56.0,56.0,,998.0,1208.0,1217.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
2.0,1.0,2.0,2.0,,,,14.0,505.0,502.0,,,,,,,,75.0,,,,1007.0,,,,1.0,,,,0.0,,,1.0,0.0,0.0,0.0,,0.0,,
1.0,1.0,2.0,2.0,17.0,410.0,494.0,7.0,419.0,497.0,,,,,,,2.0,2.0,,,904.0,916.0,,,0.0,0.0,,,1.0,1.0,,,0.0,1.0,0.0,1.0,0.0,1.0,,
2.0,2.0,1.0,1.0,,,,,,,7.0,602.0,611.0,600.0,626.0,6.0,,,69.0,69.0,,,1213.0,1226.0,,,1.0,1.0,,,0.0,0.0,1.0,0.0,0.0,1.0,,,0.0,0.0
1.0,2.0,2.0,2.0,0.0,403.0,439.0,,,,,,,,,,19.0,,,,842.0,,,,0.0,,,,1.0,,,,0.0,1.0,0.0,0.0,1.0,,,
1.0,1.0,1.0,1.0,17.0,433.0,489.0,16.0,482.0,545.0,17.0,560.0,620.0,592.0,612.0,11.0,48.0,48.0,48.0,48.0,922.0,1027.0,1180.0,1204.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,1.0
2.0,1.0,1.0,1.0,,,,1.0,,,,,,578.0,593.0,0.0,,28.0,28.0,28.0,,,,1171.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,1.0,1.0
2.0,1.0,1.0,2.0,,,,2.0,460.0,436.0,18.0,479.0,486.0,,,,,52.0,52.0,,,896.0,965.0,,,0.0,0.0,,,0.0,1.0,,0.0,1.0,0.0,1.0,,1.0,1.0,
1.0,1.0,1.0,1.0,0.0,422.0,528.0,10.0,544.0,557.0,27.0,584.0,611.0,633.0,645.0,19.0,67.0,67.0,67.0,67.0,950.0,1101.0,1195.0,1278.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,,,,23.0,463.0,502.0,15.0,545.0,563.0,587.0,589.0,20.0,,54.0,54.0,54.0,,965.0,1108.0,1176.0,,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,1.0
1.0,1.0,1.0,1.0,27.0,434.0,536.0,13.0,,553.0,8.0,555.0,607.0,,612.0,14.0,70.0,70.0,69.0,70.0,970.0,,1162.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,12.0,,,15.0,558.0,515.0,14.0,608.0,611.0,665.0,691.0,12.0,79.0,79.0,79.0,79.0,,1073.0,1219.0,1356.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
1.0,1.0,1.0,1.0,14.0,,,20.0,488.0,529.0,12.0,582.0,535.0,,,19.0,9.0,9.0,9.0,9.0,,1017.0,1117.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,,,,15.0,524.0,562.0,14.0,557.0,607.0,602.0,655.0,12.0,,79.0,79.0,79.0,,1086.0,1164.0,1257.0,,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.0,0.0
2.0,1.0,1.0,1.0,,,,5.0,553.0,567.0,31.0,591.0,611.0,612.0,634.0,8.0,,68.0,68.0,68.0,,1120.0,1202.0,1246.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,1.0
1.0,1.0,1.0,1.0,13.0,433.0,468.0,2.0,558.0,526.0,10.0,569.0,552.0,636.0,667.0,10.0,24.0,24.0,24.0,24.0,901.0,1084.0,1121.0,1303.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,2.0,1.0,1.0,17.0,440.0,559.0,,,,28.0,643.0,674.0,665.0,651.0,13.0,48.0,,48.0,48.0,999.0,,1317.0,1316.0,1.0,,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0
2.0,1.0,1.0,1.0,,,,0.0,501.0,549.0,9.0,611.0,550.0,647.0,604.0,34.0,,47.0,47.0,47.0,,1050.0,1161.0,1251.0,,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0
1.0,1.0,1.0,1.0,20.0,461.0,559.0,19.0,604.0,572.0,19.0,588.0,615.0,624.0,626.0,22.0,64.0,64.0,64.0,64.0,1020.0,1176.0,1203.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,2.0,1.0,2.0,,,,,,,4.0,575.0,561.0,,,,,,25.0,,,,1136.0,,,,1.0,,,,0.0,,0.0,1.0,0.0,0.0,,,1.0,
2.0,1.0,1.0,1.0,,,,2.0,431.0,439.0,15.0,,,,,18.0,,51.0,51.0,51.0,,870.0,,,,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0
2.0,2.0,1.0,2.0,,,,,,,2.0,515.0,593.0,,,,,,23.0,,,,1108.0,,,,0.0,,,,0.0,,0.0,1.0,0.0,1.0,,,0.0,
2.0,2.0,2.0,1.0,,,,,,,,,,,,5.0,,,,53.0,,,,,,,,1.0,,,,0.0,0.0,1.0,0.0,1.0,,,,0.0
1.0,2.0,2.0,2.0,17.0,413.0,459.0,,,,,,,,,,43.0,,,,872.0,,,,0.0,,,,1.0,,,,1.0,0.0,0.0,0.0,0.0,,,
2.0,2.0,2.0,1.0,,,,,,,,,,618.0,634.0,38.0,,,,9.0,,,,1252.0,,,,0.0,,,,1.0,1.0,0.0,0.0,0.0,,,,0.0
2.0,1.0,1.0,1.0,,,,14.0,488.0,505.0,13.0,564.0,540.0,604.0,626.0,19.0,,53.0,53.0,53.0,,993.0,1104.0,1230.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0
1.0,1.0,1.0,1.0,4.0,445.0,559.0,8.0,519.0,567.0,9.0,566.0,607.0,600.0,614.0,9.0,13.0,13.0,13.0,13.0,1004.0,1086.0,1173.0,1214.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,
1.0,2.0,2.0,2.0,3.0,507.0,536.0,,,,,,,,,,42.0,,,,1043.0,,,,0.0,,,,1.0,,,,1.0,0.0,0.0,1.0,0.0,,,
